UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,Riesgo_Mareo
55,38,Female,Oculus Rift,18.42890716490987,7,1,Alto Riesgo
56,45,Male,Htc Vive,49.64095633147983,6,2,Alto Riesgo
57,58,Other,Playstation Vr,43.97174729834192,5,2,Bajo Riesgo
58,38,Female,Oculus Rift,51.37879755562164,3,2,Bajo Riesgo
59,46,Other,Htc Vive,57.21322866729393,9,1,Alto Riesgo
60,36,Other,Htc Vive,23.895177669622065,7,1,Alto Riesgo
61,50,Other,Oculus Rift,14.665597513548036,8,4,Alto Riesgo
62,44,Other,Oculus Rift,51.69183497363492,4,1,Bajo Riesgo
63,56,Male,Playstation Vr,50.04306923551602,6,3,Alto Riesgo
64,47,Male,Htc Vive,50.52823104912159,2,5,Bajo Riesgo
65,43,Male,Playstation Vr,17.270449217582556,10,2,Alto Riesgo
66,54,Male,Htc Vive,42.758467651011976,7,2,Alto Riesgo
67,29,Female,Playstation Vr,13.467847728661791,8,5,Alto Riesgo
68,57,Male,Playstation Vr,5.536129568559261,6,5,Alto Riesgo
69,23,Male,Htc Vive,48.569948303232216,6,4,Alto Riesgo
70,43,Male,Htc Vive,39.56828853000213,9,3,Alto Riesgo
71,55,Other,Playstation Vr,25.26757899480525,1,1,Bajo Riesgo
72,49,Female,Htc Vive,8.11170520004374,4,2,Bajo Riesgo
73,60,Other,Playstation Vr,48.85933277286004,5,5,Bajo Riesgo
74,35,Female,Htc Vive,50.72528526056071,7,2,Alto Riesgo
75,19,Male,Playstation Vr,41.27046296011498,10,3,Alto Riesgo
76,42,Female,Playstation Vr,44.96861404693434,6,4,Alto Riesgo
77,47,Male,Playstation Vr,27.19291658302162,7,4,Alto Riesgo
78,44,Female,Oculus Rift,53.98785147523447,7,1,Alto Riesgo
79,36,Female,Playstation Vr,32.97738405178237,5,2,Bajo Riesgo
80,28,Female,Playstation Vr,51.643972752162696,9,5,Alto Riesgo
81,27,Male,Htc Vive,42.16826560098456,1,4,Bajo Riesgo
82,35,Other,Playstation Vr,44.10541934446075,5,3,Bajo Riesgo
83,26,Female,Playstation Vr,28.812585927484125,2,1,Bajo Riesgo
84,37,Female,Playstation Vr,57.97592199086118,8,3,Alto Riesgo
85,27,Other,Htc Vive,5.008671710631825,7,2,Alto Riesgo
86,45,Other,Htc Vive,14.335874260632306,6,1,Alto Riesgo
87,37,Male,Oculus Rift,55.2234370704365,2,2,Bajo Riesgo
88,33,Female,Playstation Vr,50.59485754835504,9,2,Alto Riesgo
89,42,Female,Playstation Vr,36.97239643525675,2,4,Bajo Riesgo
90,19,Other,Htc Vive,42.00094508330504,2,5,Bajo Riesgo
91,54,Other,Playstation Vr,13.024758899765471,4,4,Bajo Riesgo
92,43,Female,Htc Vive,31.43479161465861,1,4,Bajo Riesgo
93,48,Other,Htc Vive,28.114186190232424,10,3,Alto Riesgo
94,21,Other,Oculus Rift,21.28381836921493,1,2,Bajo Riesgo
95,55,Female,Playstation Vr,42.98374607803835,7,1,Alto Riesgo
96,58,Other,Playstation Vr,57.39661712816199,4,5,Bajo Riesgo
97,49,Female,Oculus Rift,39.50616333085914,8,1,Alto Riesgo
98,47,Female,Playstation Vr,15.52703652064751,8,1,Alto Riesgo
99,41,Other,Htc Vive,52.24950968801828,7,3,Alto Riesgo
100,37,Female,Playstation Vr,35.44494881727786,8,5,Alto Riesgo
101,21,Male,Htc Vive,43.628670404505,8,1,Alto Riesgo
102,57,Other,Htc Vive,40.25901298393924,6,4,Alto Riesgo
103,22,Male,Htc Vive,27.97101601959013,5,3,Bajo Riesgo
104,58,Male,Oculus Rift,5.938233637962936,8,2,Alto Riesgo
105,27,Male,Htc Vive,44.62556264380942,1,3,Bajo Riesgo
106,38,Male,Oculus Rift,37.21702115880852,4,2,Bajo Riesgo
107,29,Male,Htc Vive,58.57555010227446,3,2,Bajo Riesgo
108,55,Male,Playstation Vr,43.4532130372289,10,4,Alto Riesgo
109,39,Female,Oculus Rift,39.98129768969828,1,1,Bajo Riesgo
110,21,Other,Htc Vive,51.04603098994023,9,3,Alto Riesgo
111,25,Male,Oculus Rift,25.32700076536103,3,2,Bajo Riesgo
112,60,Other,Htc Vive,12.702774917558262,1,4,Bajo Riesgo
113,39,Female,Playstation Vr,27.20456464511001,4,5,Bajo Riesgo
114,42,Male,Oculus Rift,31.6460116173224,8,4,Alto Riesgo
115,37,Female,Playstation Vr,12.784447483912658,6,1,Alto Riesgo
116,46,Female,Oculus Rift,31.173395578585243,1,4,Bajo Riesgo
117,34,Male,Oculus Rift,6.13900559378939,5,1,Bajo Riesgo
118,59,Female,Htc Vive,5.503272092564931,10,1,Alto Riesgo
119,40,Male,Htc Vive,42.453621281452776,5,1,Bajo Riesgo
120,38,Male,Playstation Vr,17.99089158735286,3,4,Bajo Riesgo
121,60,Female,Htc Vive,7.3827275549122895,10,1,Alto Riesgo
122,33,Female,Htc Vive,55.24004123815162,8,3,Alto Riesgo
123,40,Female,Oculus Rift,51.7433367919241,3,3,Bajo Riesgo
124,40,Other,Htc Vive,19.53150021310952,1,2,Bajo Riesgo
125,18,Female,Playstation Vr,23.441191161586133,10,4,Alto Riesgo
126,41,Other,Oculus Rift,50.254934338089846,1,1,Bajo Riesgo
127,60,Other,Playstation Vr,58.77237494920231,1,5,Bajo Riesgo
128,35,Other,Htc Vive,15.314607983257211,10,1,Alto Riesgo
129,50,Other,Playstation Vr,18.48418008154072,8,4,Alto Riesgo
130,26,Female,Htc Vive,56.38556962459881,2,1,Bajo Riesgo
131,19,Male,Playstation Vr,5.193212457694742,5,5,Bajo Riesgo
132,42,Other,Playstation Vr,14.689246670164838,5,5,Bajo Riesgo
133,40,Other,Playstation Vr,11.205968444628528,7,4,Alto Riesgo
134,21,Female,Playstation Vr,17.66921492548709,9,5,Alto Riesgo
135,49,Other,Playstation Vr,53.54930699615135,7,4,Alto Riesgo
136,35,Other,Playstation Vr,22.594296526539853,8,2,Alto Riesgo
137,39,Female,Htc Vive,43.69333550231479,10,2,Alto Riesgo
138,57,Other,Playstation Vr,15.1302400568986,2,3,Bajo Riesgo
139,42,Female,Oculus Rift,7.07738174869298,5,5,Bajo Riesgo
140,58,Male,Oculus Rift,28.879421955670868,2,1,Bajo Riesgo
141,45,Other,Oculus Rift,43.38548836196316,8,2,Alto Riesgo
142,34,Other,Oculus Rift,49.26654303094564,1,5,Bajo Riesgo
143,36,Other,Playstation Vr,43.67715151260036,3,3,Bajo Riesgo
144,21,Male,Oculus Rift,32.33167012748571,9,1,Alto Riesgo
145,18,Other,Htc Vive,10.455393958544962,5,2,Bajo Riesgo
146,31,Male,Oculus Rift,54.33275421310929,3,1,Bajo Riesgo
147,37,Other,Oculus Rift,56.058982390892425,4,1,Bajo Riesgo
148,33,Other,Playstation Vr,13.320523914573748,7,1,Alto Riesgo
149,20,Female,Htc Vive,45.23560483706321,2,4,Bajo Riesgo
150,26,Other,Playstation Vr,33.803091425587496,4,2,Bajo Riesgo
151,39,Other,Oculus Rift,32.7304632936619,3,4,Bajo Riesgo
152,49,Female,Oculus Rift,22.532101245605144,10,3,Alto Riesgo
153,42,Other,Htc Vive,43.135963204183504,3,4,Bajo Riesgo
154,20,Other,Htc Vive,57.38293506273816,3,5,Bajo Riesgo
155,43,Female,Htc Vive,9.018878245830791,4,5,Bajo Riesgo
156,35,Female,Oculus Rift,11.308401229533834,10,3,Alto Riesgo
157,55,Female,Htc Vive,32.13185178552564,5,5,Bajo Riesgo
158,36,Other,Oculus Rift,24.25074579431782,1,1,Bajo Riesgo
159,55,Female,Playstation Vr,32.41566194598681,10,1,Alto Riesgo
160,60,Female,Playstation Vr,59.03127087259328,6,3,Alto Riesgo
161,60,Male,Playstation Vr,29.025296823415925,8,1,Alto Riesgo
162,58,Other,Playstation Vr,57.27418269202001,10,3,Alto Riesgo
163,19,Other,Htc Vive,54.2418522480388,2,1,Bajo Riesgo
164,25,Female,Oculus Rift,38.9716086615651,1,3,Bajo Riesgo
165,19,Male,Oculus Rift,31.38581411563076,5,2,Bajo Riesgo
166,39,Female,Playstation Vr,8.69302738982064,2,4,Bajo Riesgo
167,30,Male,Htc Vive,13.417641589357634,6,5,Alto Riesgo
168,48,Female,Oculus Rift,9.941461761896608,1,5,Bajo Riesgo
169,32,Other,Htc Vive,51.8597893597564,3,5,Bajo Riesgo
170,36,Male,Playstation Vr,41.14762387222579,10,1,Alto Riesgo
171,24,Female,Htc Vive,41.141356913393786,5,1,Bajo Riesgo
172,43,Male,Htc Vive,48.102678453550666,1,1,Bajo Riesgo
173,39,Other,Htc Vive,43.92802031298216,8,1,Alto Riesgo
174,58,Female,Oculus Rift,37.108474112540186,2,1,Bajo Riesgo
175,48,Female,Oculus Rift,33.08303161329691,9,2,Alto Riesgo
176,38,Male,Playstation Vr,21.83719810721277,9,2,Alto Riesgo
177,55,Female,Htc Vive,20.85454578239926,3,2,Bajo Riesgo
178,23,Male,Htc Vive,19.481424852284768,1,2,Bajo Riesgo
179,31,Female,Htc Vive,25.125631137867902,9,1,Alto Riesgo
180,27,Female,Htc Vive,6.335489106310346,9,3,Alto Riesgo
181,26,Other,Htc Vive,24.29471869678068,3,1,Bajo Riesgo
182,24,Male,Oculus Rift,59.166574082555705,2,4,Bajo Riesgo
183,34,Other,Oculus Rift,34.11544739125256,7,5,Alto Riesgo
184,26,Female,Playstation Vr,51.68361916296101,4,2,Bajo Riesgo
185,33,Other,Oculus Rift,42.90109851228274,8,3,Alto Riesgo
186,55,Female,Playstation Vr,35.80517132296273,10,3,Alto Riesgo
187,42,Male,Oculus Rift,13.39637036015206,2,1,Bajo Riesgo
188,29,Female,Htc Vive,26.222387976190834,1,3,Bajo Riesgo
189,28,Female,Oculus Rift,46.0525474160488,1,2,Bajo Riesgo
190,55,Other,Oculus Rift,54.987576589635225,4,5,Bajo Riesgo
191,57,Other,Playstation Vr,22.273076675454217,10,4,Alto Riesgo
192,29,Female,Oculus Rift,52.66661157298209,2,3,Bajo Riesgo
193,55,Female,Playstation Vr,59.17311719535402,4,1,Bajo Riesgo
194,41,Female,Playstation Vr,42.89614867500631,3,3,Bajo Riesgo
195,39,Male,Oculus Rift,45.16754834971111,8,3,Alto Riesgo
196,37,Other,Playstation Vr,32.14204874293199,6,1,Alto Riesgo
197,20,Other,Htc Vive,45.28963279006209,8,5,Alto Riesgo
198,55,Male,Oculus Rift,42.96134383595791,8,5,Alto Riesgo
199,56,Other,Playstation Vr,41.025526343178406,3,4,Bajo Riesgo
200,33,Other,Htc Vive,11.47021901619747,10,1,Alto Riesgo
201,55,Male,Oculus Rift,8.46133530888975,3,4,Bajo Riesgo
202,38,Male,Htc Vive,25.71767960856044,3,4,Bajo Riesgo
203,32,Female,Htc Vive,42.3839622804653,7,1,Alto Riesgo
204,21,Other,Oculus Rift,9.213936961051264,2,1,Bajo Riesgo
205,40,Other,Playstation Vr,8.720006193692365,5,2,Bajo Riesgo
206,20,Other,Oculus Rift,28.09123714045642,7,2,Alto Riesgo
207,18,Male,Htc Vive,31.577104855025517,4,4,Bajo Riesgo
208,41,Female,Htc Vive,28.233899957625752,4,5,Bajo Riesgo
209,25,Male,Oculus Rift,13.818440400003515,7,2,Alto Riesgo
210,48,Male,Oculus Rift,31.179810229576077,1,5,Bajo Riesgo
211,51,Other,Htc Vive,52.77755413185617,6,2,Alto Riesgo
212,24,Female,Playstation Vr,26.76990493363618,8,5,Alto Riesgo
213,53,Female,Oculus Rift,32.22221426824987,10,2,Alto Riesgo
214,42,Male,Htc Vive,21.117690873840647,6,4,Alto Riesgo
215,56,Female,Htc Vive,5.925511277013653,10,1,Alto Riesgo
216,59,Male,Playstation Vr,55.26796192437496,5,5,Bajo Riesgo
217,32,Male,Oculus Rift,56.228349131973616,9,5,Alto Riesgo
218,20,Male,Oculus Rift,51.4861096041564,6,3,Alto Riesgo
219,47,Other,Oculus Rift,35.16229434282233,9,5,Alto Riesgo
220,42,Female,Htc Vive,58.67896539588441,9,2,Alto Riesgo
221,29,Female,Playstation Vr,32.434009317665,2,4,Bajo Riesgo
222,38,Other,Playstation Vr,45.7369988497472,10,1,Alto Riesgo
223,20,Other,Htc Vive,14.98568792290144,6,2,Alto Riesgo
224,38,Other,Oculus Rift,56.87272604761874,5,4,Bajo Riesgo
225,60,Other,Playstation Vr,52.77465196395801,4,4,Bajo Riesgo
226,20,Female,Oculus Rift,44.21489732983517,7,4,Alto Riesgo
227,30,Female,Oculus Rift,24.55458662746932,4,5,Bajo Riesgo
228,19,Female,Playstation Vr,12.269679569089012,1,3,Bajo Riesgo
229,30,Male,Htc Vive,15.072718759616183,9,2,Alto Riesgo
230,47,Female,Playstation Vr,43.91145113475982,4,4,Bajo Riesgo
231,31,Male,Oculus Rift,49.22463189542025,3,5,Bajo Riesgo
232,25,Male,Oculus Rift,23.18860293315785,10,2,Alto Riesgo
233,60,Male,Playstation Vr,17.252068907454017,9,3,Alto Riesgo
234,35,Other,Oculus Rift,28.566049426140815,2,4,Bajo Riesgo
235,41,Other,Oculus Rift,33.51071575047004,5,5,Bajo Riesgo
236,36,Other,Oculus Rift,27.60046750055184,10,2,Alto Riesgo
237,39,Other,Htc Vive,35.271372770457845,1,3,Bajo Riesgo
238,31,Other,Htc Vive,35.15146030088155,1,1,Bajo Riesgo
239,23,Male,Playstation Vr,6.632134053635467,3,2,Bajo Riesgo
240,52,Female,Oculus Rift,28.35404615609802,5,2,Bajo Riesgo
241,20,Male,Playstation Vr,36.816617931522046,3,4,Bajo Riesgo
242,47,Female,Playstation Vr,18.26953024431006,6,4,Alto Riesgo
243,24,Other,Htc Vive,30.16684105285917,2,1,Bajo Riesgo
244,52,Other,Htc Vive,56.10284518363555,5,3,Bajo Riesgo
245,35,Male,Oculus Rift,41.60064960306035,2,5,Bajo Riesgo
246,36,Other,Playstation Vr,56.13921191808851,10,3,Alto Riesgo
247,51,Other,Htc Vive,50.295990444064685,1,2,Bajo Riesgo
248,42,Other,Htc Vive,19.978172909441987,6,1,Alto Riesgo
249,53,Other,Oculus Rift,29.09477246249797,6,4,Alto Riesgo
250,38,Male,Htc Vive,20.68966798831051,7,3,Alto Riesgo
251,34,Male,Oculus Rift,25.931966912460958,4,4,Bajo Riesgo
252,35,Male,Htc Vive,14.5358348341867,5,1,Bajo Riesgo
253,60,Other,Oculus Rift,24.888673467330797,4,5,Bajo Riesgo
254,20,Other,Htc Vive,52.18778860144982,3,2,Bajo Riesgo
255,32,Male,Oculus Rift,59.1376519075106,9,1,Alto Riesgo
256,30,Other,Oculus Rift,51.55033090234956,10,2,Alto Riesgo
257,32,Female,Htc Vive,41.19548707332049,2,1,Bajo Riesgo
258,56,Female,Oculus Rift,58.4648380169248,4,4,Bajo Riesgo
259,49,Female,Htc Vive,26.05533812159344,10,2,Alto Riesgo
260,38,Female,Htc Vive,5.347581524631143,10,1,Alto Riesgo
261,59,Female,Oculus Rift,15.892440058310168,4,3,Bajo Riesgo
262,41,Male,Playstation Vr,12.3220294611079,4,4,Bajo Riesgo
263,48,Male,Oculus Rift,22.683333988707663,4,1,Bajo Riesgo
264,32,Female,Oculus Rift,7.233043570780897,9,5,Alto Riesgo
265,24,Male,Htc Vive,51.89726739598849,8,2,Alto Riesgo
266,29,Male,Playstation Vr,21.4113019358818,8,2,Alto Riesgo
267,53,Male,Htc Vive,28.260952990353957,5,1,Bajo Riesgo
268,57,Other,Oculus Rift,30.90222249596188,1,5,Bajo Riesgo
269,42,Female,Oculus Rift,42.63299269988583,10,1,Alto Riesgo
270,58,Other,Htc Vive,40.28872412180051,5,5,Bajo Riesgo
271,37,Other,Oculus Rift,13.163848009366404,10,5,Alto Riesgo
272,29,Female,Oculus Rift,43.22221062770512,10,3,Alto Riesgo
273,25,Female,Htc Vive,36.342266714381,7,1,Alto Riesgo
274,27,Other,Playstation Vr,36.08073790418675,5,4,Bajo Riesgo
275,33,Female,Htc Vive,28.25543202084931,1,3,Bajo Riesgo
276,38,Female,Playstation Vr,35.990464762514854,5,1,Bajo Riesgo
277,57,Other,Oculus Rift,52.03967136670318,6,5,Alto Riesgo
278,39,Male,Htc Vive,58.32511039095489,6,4,Alto Riesgo
279,55,Other,Oculus Rift,21.78197038569274,2,3,Bajo Riesgo
280,41,Other,Oculus Rift,5.608130156959668,5,4,Bajo Riesgo
281,24,Male,Playstation Vr,55.57757196988497,9,1,Alto Riesgo
282,47,Male,Htc Vive,44.40805706214391,5,3,Bajo Riesgo
283,47,Female,Oculus Rift,31.40139958757288,7,4,Alto Riesgo
284,40,Female,Oculus Rift,59.73389531418631,9,4,Alto Riesgo
285,20,Other,Playstation Vr,5.678893773178635,9,4,Alto Riesgo
286,54,Other,Playstation Vr,24.80022234986135,7,2,Alto Riesgo
287,56,Male,Oculus Rift,43.61129637686162,8,2,Alto Riesgo
288,47,Other,Oculus Rift,15.84963661077921,9,5,Alto Riesgo
289,23,Female,Playstation Vr,40.94482898617223,2,1,Bajo Riesgo
290,32,Other,Oculus Rift,19.300457986034857,9,5,Alto Riesgo
291,31,Female,Oculus Rift,7.495519139628522,8,5,Alto Riesgo
292,42,Male,Htc Vive,35.266731155458174,3,5,Bajo Riesgo
293,51,Male,Playstation Vr,21.39356750777037,5,3,Bajo Riesgo
294,28,Other,Oculus Rift,57.09694590252728,7,1,Alto Riesgo
295,40,Female,Oculus Rift,45.27820204665306,3,4,Bajo Riesgo
296,33,Male,Oculus Rift,52.44700641008652,9,3,Alto Riesgo
297,23,Male,Playstation Vr,43.89558720821031,7,1,Alto Riesgo
298,39,Other,Htc Vive,55.89584405260791,1,1,Bajo Riesgo
299,31,Female,Oculus Rift,22.84346315644444,9,4,Alto Riesgo
300,18,Other,Htc Vive,51.813832644409,7,3,Alto Riesgo
301,46,Other,Playstation Vr,36.596810435411314,6,1,Alto Riesgo
302,27,Female,Htc Vive,42.75459162808759,10,2,Alto Riesgo
303,30,Other,Oculus Rift,27.097769821057163,4,5,Bajo Riesgo
304,30,Other,Htc Vive,19.27087809829737,3,5,Bajo Riesgo
305,55,Female,Htc Vive,20.621731128775817,6,3,Alto Riesgo
306,34,Male,Playstation Vr,37.11842032810016,1,5,Bajo Riesgo
307,18,Male,Htc Vive,53.95627156487721,9,4,Alto Riesgo
308,58,Male,Oculus Rift,57.283119906548514,10,1,Alto Riesgo
309,37,Female,Oculus Rift,25.227551853333026,1,3,Bajo Riesgo
310,33,Other,Playstation Vr,58.21748904802064,6,2,Alto Riesgo
311,30,Other,Playstation Vr,19.099456707347784,3,3,Bajo Riesgo
312,51,Other,Playstation Vr,55.62710606978335,5,5,Bajo Riesgo
313,29,Female,Oculus Rift,6.216317575756527,7,4,Alto Riesgo
314,33,Male,Playstation Vr,56.726841066606255,8,2,Alto Riesgo
315,41,Male,Htc Vive,28.07512995784392,1,3,Bajo Riesgo
316,38,Female,Htc Vive,28.49336865016499,8,1,Alto Riesgo
317,31,Other,Htc Vive,44.27517213380118,1,4,Bajo Riesgo
318,50,Female,Playstation Vr,52.9150771300714,1,2,Bajo Riesgo
319,20,Other,Oculus Rift,41.39791209475809,7,3,Alto Riesgo
320,25,Female,Htc Vive,45.32232954931562,5,4,Bajo Riesgo
321,25,Male,Playstation Vr,12.468253778625051,6,5,Alto Riesgo
322,24,Other,Oculus Rift,26.890696273873296,3,1,Bajo Riesgo
323,28,Female,Oculus Rift,39.133191551012814,10,2,Alto Riesgo
324,55,Female,Htc Vive,42.40765747279055,10,1,Alto Riesgo
325,31,Female,Playstation Vr,16.054033759227025,6,2,Alto Riesgo
326,47,Other,Oculus Rift,5.991537516239286,5,2,Bajo Riesgo
327,47,Male,Oculus Rift,53.93997048486796,2,1,Bajo Riesgo
328,34,Female,Playstation Vr,44.53550335857871,8,3,Alto Riesgo
329,35,Male,Htc Vive,41.85057664742197,7,5,Alto Riesgo
330,21,Other,Htc Vive,30.673299682189374,7,3,Alto Riesgo
331,38,Female,Oculus Rift,5.2037596464231495,7,1,Alto Riesgo
332,19,Female,Playstation Vr,47.81088016028836,3,4,Bajo Riesgo
333,33,Male,Oculus Rift,54.397616556459816,8,1,Alto Riesgo
334,21,Other,Oculus Rift,24.5468159947274,2,4,Bajo Riesgo
335,34,Other,Oculus Rift,59.10230825644275,10,2,Alto Riesgo
336,33,Male,Htc Vive,36.31931612006679,7,4,Alto Riesgo
337,35,Male,Oculus Rift,30.571581052423284,8,3,Alto Riesgo
338,28,Male,Htc Vive,39.65986004506149,6,3,Alto Riesgo
339,56,Other,Htc Vive,53.71562479663135,3,4,Bajo Riesgo
340,59,Male,Oculus Rift,51.28791536804561,7,2,Alto Riesgo
341,24,Male,Playstation Vr,42.22566106107188,2,3,Bajo Riesgo
342,49,Male,Oculus Rift,56.65839690194559,10,5,Alto Riesgo
343,18,Male,Playstation Vr,36.6168105133259,8,2,Alto Riesgo
344,46,Female,Htc Vive,13.794704970598463,4,2,Bajo Riesgo
345,41,Other,Oculus Rift,10.757991201232995,3,5,Bajo Riesgo
346,24,Male,Playstation Vr,27.64425584146729,7,4,Alto Riesgo
347,40,Male,Oculus Rift,11.583002823863684,7,1,Alto Riesgo
348,31,Male,Playstation Vr,18.38947454725629,1,2,Bajo Riesgo
349,22,Other,Oculus Rift,44.50964948342455,1,3,Bajo Riesgo
350,49,Female,Htc Vive,28.10560509620214,10,3,Alto Riesgo
351,20,Female,Playstation Vr,28.12306436847124,5,2,Bajo Riesgo
352,50,Other,Playstation Vr,35.404233055531854,10,4,Alto Riesgo
353,29,Male,Oculus Rift,31.4749538653062,5,4,Bajo Riesgo
354,53,Female,Oculus Rift,31.28611853037196,10,1,Alto Riesgo
355,18,Female,Oculus Rift,25.3460986947932,1,1,Bajo Riesgo
356,49,Other,Htc Vive,49.46415846084132,10,3,Alto Riesgo
357,50,Male,Playstation Vr,32.79333326725688,3,4,Bajo Riesgo
358,26,Male,Htc Vive,40.22589466259648,1,5,Bajo Riesgo
359,25,Other,Htc Vive,15.655624310449872,9,5,Alto Riesgo
360,23,Other,Htc Vive,28.298782960393165,6,3,Alto Riesgo
361,24,Female,Htc Vive,20.43509762688727,9,2,Alto Riesgo
362,40,Male,Htc Vive,17.96340375281855,1,3,Bajo Riesgo
363,30,Male,Playstation Vr,25.462767376471923,7,4,Alto Riesgo
364,28,Male,Playstation Vr,38.95967545750432,4,3,Bajo Riesgo
365,35,Male,Playstation Vr,51.14778727713122,1,5,Bajo Riesgo
366,27,Female,Oculus Rift,25.717475007051203,4,3,Bajo Riesgo
367,44,Other,Oculus Rift,52.83247275216572,2,5,Bajo Riesgo
368,26,Female,Htc Vive,26.889067494153824,8,5,Alto Riesgo
369,54,Male,Playstation Vr,21.013797744703744,5,4,Bajo Riesgo
370,58,Other,Playstation Vr,23.82493466864835,2,2,Bajo Riesgo
371,55,Other,Htc Vive,24.07057775894989,3,3,Bajo Riesgo
372,29,Male,Playstation Vr,12.250294672892547,4,2,Bajo Riesgo
373,51,Other,Htc Vive,18.603335954353955,8,5,Alto Riesgo
374,54,Female,Oculus Rift,19.098588090311985,4,3,Bajo Riesgo
375,44,Other,Playstation Vr,35.44942770107912,8,3,Alto Riesgo
376,37,Other,Oculus Rift,30.079172154613538,2,3,Bajo Riesgo
377,31,Male,Playstation Vr,7.382005076652272,2,5,Bajo Riesgo
378,44,Other,Htc Vive,10.606699539738877,3,2,Bajo Riesgo
379,26,Other,Oculus Rift,22.03510528592459,3,2,Bajo Riesgo
380,57,Female,Htc Vive,52.09396950779898,9,5,Alto Riesgo
381,30,Other,Htc Vive,48.531048558891406,9,1,Alto Riesgo
382,19,Male,Playstation Vr,6.03285795763747,8,2,Alto Riesgo
383,50,Other,Htc Vive,30.59824961798285,1,2,Bajo Riesgo
384,49,Other,Oculus Rift,30.994506510896617,1,2,Bajo Riesgo
